isbn,length
385743580,-1
1841493139,480
385905165,403
385340583,-1
439324599,160
224064908,96
1400033837,371
805080481,190
441016154,-1
689829531,-1
375705856,301
1560974273,80
1250006325,-1
451529693,244
884271781,384
670021040,306
61284394,-1
385340559,377
452286530,-1
385539703,-1
739377728,371
62301233,-1
1841499900,-1
1452440026,-1
147712556,-1
1563893304,228
61120669,-1
1573227889,472
031620157X,-1
1400063973,-1
64407314,-1
345529057,-1
743493915,403
,-1
60887370,-1
1939045010,-1
345522478,-1
743211375,356
553560735,592
1558611584,62
1593083254,288
515121843,342
031607991X,-1
1442435003,-1
446573647,-1
761121323,597
399244565,266
61240850,-1
804139296,-1
1619636077,704
1593080336,304
804188971,-1
380789027,384
9382618341,600
385333501,331
385349068,-1
671869205,1117
143034758,-1
807218731,-1
140448071,464
,-1
62392174,-1
446573019,-1
312367481,32
1416974504,-1
1451533969,-1
446608815,461
,-1
802136834,656
140185852,221
571171788,352
765354063,-1
074326195X,320
,-1
60987529,-1
3426615355,340
1442468351,-1
1905294719,-1
553293389,450
486452433,336
345335651,327
374529531,302
545060508,-1
61668036,-1
316910333,199
553271989,334
1400067685,-1
,-1
1609411153,-1
1444705105,-1
,-1
517053616,1248
61054887,-1
1400031575,-1
385528043,-1
425192032,363
1570425779,-1
142408808,178
735221081,-1
61996181,-1
031624662X,-1
765340747,725
60566108,-1
1616149981,-1
1595547169,-1
140273344,383
425201376,369
978970764,376
345409469,480
1906427135,-1
,-1
1573225126,368
080508049X,208
525949690,320
62294377,-1
031242681X,304
1400065755,252
1579126243,256
310902711,-1
451235843,-1
380800829,371
786930705,342
375508333,142
345457692,544
425184226,928
,-1
1607066920,-1
440241014,464
393244660,-1
375701214,144
805096663,-1
385539436,-1
076791936X,288
312595670,342
6551815,-1
1400032059,560
1250060559,-1
679763309,223
1591451884,382
451218590,257
575077832,280
015603297X,623
067056172X,32
1594831114,-1
330493744,1015
1595551387,608
345527712,-1
61449091,-1
875093663,-1
373210361,400
142004332,-1
586217835,681
385729367,384
552153257,384
307594777,-1
,-1
1842430343,432
61583219,-1
,-1
316159794,393
64472779,-1
380713802,254
375832998,-1
61941026,-1
316002895,-1
312656262,-1
802142818,357
586066888,528
812969901,149
61583073,-1
375758992,315
64404773,-1
316069906,-1
60577363,-1
6140105234,-1
62026488,-1
312650086,-1
802714625,192
751530492,370
553213482,327
684818868,383
553582461,914
1600102379,158
1406310263,-1
446363251,896
425205673,328
684843781,275
670023329,-1
006057299X,501
1400068320,-1
039333712X,-1
7246226,-1
785289089,223
316058432,139
765340054,384
,-1
679732268,512
64408671,-1
812993802,272
312593554,-1
671015206,258
1423116380,272
743244583,293
60920084,-1
140006712X,-1
446607207,372
60885416,-1
61053562,-1
440228891,176
787960756,229
142003166,166
140157352,200
,-1
1501110349,-1
,-1
,-1
1408816032,352
1501139886,-1
140449183,85
143039830,308
043912042X,262
316766941,256
446617687,289
425209067,387
014044923X,240
044022800X,-1
876852630,205
373210515,-1
446546933,-1
99471434,-1
,-1
525953728,-1
1594487014,-1
684193957,373
451191013,489
1563890356,-1
316013935,432
1416500340,288
1622660757,-1
375760393,304
316123536,-1
1439152780,-1
751554154,-1
439295785,276
306814250,357
618683356,336
,-1
1594561869,20
014044789X,723
452274427,325
743203631,-1
983157200,-1
1582404119,-1
451217608,400
399159371,-1
380820889,-1
140169300,-1
743457900,400
142501107,384
62072064,-1
316018589,416
1594481954,399
811216012,206
316002860,272
553582453,709
446614459,406
316069353,-1
756402697,672
2844140580,-1
1589190629,842
446563048,-1
142405787,388
62290363,-1
545060427,174
689867042,310
515133310,420
61140988,-1
,-1
62197266,-1
140079076,272
446605484,378
765344300,752
60765240,-1
525953507,-1
60887397,-1
014144116X,416
,-1
515141658,342
553381644,624
441016383,-1
380017601,224
688147321,-1
62085611,-1
316952664,-1
,-1
60887184,-1
887307280,268
1416928170,128
786939834,384
1250006333,-1
525952489,-1
517405091,-1
142312166X,160
676979785,400
1501129740,-1
60590319,-1
743298853,339
140003003X,969
1569714029,-1
545060494,-1
1423128206,-1
440241006,465
425212890,320
8203180728,-1
515143804,336
425185508,369
1591162203,196
1402262272,-1
60730552,-1
,-1
670869392,32
1932073205,240
312270828,576
385523904,314
60753943,-1
,-1
618620117,-1
553381520,341
394805755,47
385735332,-1
044101769X,465
385343663,272
,-1
375714669,192
61020656,-1
586064176,432
385613466,326
670021652,285
142401765,240
62285637,-1
765344319,756
375413405,-1
1421540320,-1
765315238,608
151013047,184
545284139,-1
449911659,264
1400077427,310
015694877X,88
590319671,-1
146000110,55
055215315X,-1
552152676,309
345481283,356
689859368,107
1601422210,-1
140280197,452
142401110,177
749080973,-1
545135702,160
451159535,320
1560252480,279
61284203,-1
805066691,512
057506708X,224
425267040,-1
1411415930,-1
671741039,956
030727103X,-1
345459407,-1
1599903385,-1
61020613,-1
014043769X,368
441328008,480
515090255,176
441015271,451
385671105,-1
439443822,200
307263991,316
075280944X,-1
142001619,484
037575850X,590
61977969,-1
057506689X,288
,-1
059306173X,470
1593072937,-1
055327757X,111
014200202X,181
6513220,-1
452283868,174
,-1
1416563725,-1
425233383,336
7169914,-1
034547063X,688
785123113,248
743270371,415
307959945,-1
,-1
441013406,544
446676438,402
4103534222,-1
722534876,226
385336691,-1
440226708,-1
143036661,280
307749606,-1
1401209149,-1
1780484259,-1
425259854,-1
312590970,-1
1101990260,324
545060451,176
62248162,-1
374384681,-1
679766758,192
1609451341,-1
345413970,293
759530017,-1
1451645821,-1
446611778,640
1596431520,240
307001040,24
991686004,-1
1400065453,-1
486282082,56
312984839,361
786887079,480
446611212,404
671791540,538
515134457,418
515134473,392
1250010713,-1
385333781,341
812967259,227
,-1
807083690,-1
60885424,-1
310247454,304
545424968,-1
99399016,-1
785274316,233
385491026,477
,-1
1406310271,-1
1841492051,388
545027896,-1
446519138,-1
1442429984,-1
316014796,390
143104888,186
385528787,-1
60264802,-1
812971426,448
99481685,-1
446613444,448
312577206,-1
1476731535,-1
385730306,819
375702709,256
349119759,160
1455520616,-1
385342047,-1
60268654,-1
145161778X,388
015626224X,213
1427814031,-1
1551924013,46
080509461X,422
9773513912,-1
743294254,386
030794932X,-1
440244161,400
451203267,548
61284408,-1
606298231,399
440060672,-1
316069485,-1
380731509,152
307713547,-1
61974618,-1
141439785,393
,-1
99478536,-1
425169693,336
679436545,-1
,-1
345503821,-1
385515049,358
689878583,284
034552425X,-1
60090375,-1
055255264X,-1
60786523,-1
,-1
1841497975,-1
446578843,304
425198685,367
62267523,-1
761104844,974
60577371,-1
141311401,176
385496095,275
1416548009,608
1416903437,384
,-1
1859855423,32
399171614,404
307267148,-1
316127256,-1
1408852594,-1
1400064759,-1
441014348,448
449912558,408
743422449,400
1477823832,-1
61728977,-1
385526261,366
143039970,146
1591451876,324
316166294,422
553560719,439
385344341,400
60575808,-1
60929782,-1
446678457,529
765305240,587
553587579,499
553384155,382
525444475,314
807059099,528
425179613,289
074347788X,592
224097008,-1
034089699X,-1
1560760478,309
785135804,-1
1421527553,-1
553580221,751
552152943,339
,-1
1585425648,80
393064646,288
451222385,245
553418777,-1
224097377,-1
,-1
6479758,-1
310321913,-1
747545251,-1
000649885X,712
1560254556,272
99498596,-1
1502784270,-1
425170349,897
60515228,-1
749942010,-1
765377063,400
61031321,-1
1401201911,160
385721420,353
743255062,143
525950494,320
1937007472,-1
1250000971,-1
60725117,-1
61566128,-1
1591396190,240
316036196,-1
553807226,-1
152026320,-1
,-1
60590297,-1
,-1
812515285,613
1577311957,142
038532328X,192
067984483X,-1
61935085,-1
156453800,165
,-1
1741666708,-1
452281423,272
143116231,-1
222109073X,345
1451617720,338
61020001,-1
380776839,376
393343448,217
743294270,-1
140447644,576
743269268,-1
340893605,464
312624689,390
451213041,350
62011995,-1
312590989,-1
553282980,166
,-1
552154229,464
1741661285,-1
876120834,594
345522494,-1
590431978,111
525955097,-1
679721037,152
316041440,-1
62235656,-1
517223120,460
316129070,566
143039962,60
425116840,547
590930028,-1
140449108,135
316113662,384
62280678,-1
553804790,400
385501129,-1
446610224,418
385722206,184
62282719,-1
671729470,439
375814256,205
1594202842,-1
,-1
1400052580,255
425204693,384
446619035,435
,-1
,-1
8188575704,-1
64401480,-1
312941919,448
62265423,-1
1400054346,256
446690449,480
1857989341,288
545060478,176
60838744,-1
345470575,10
316905712,-1
1563898586,-1
763622591,-1
425226921,368
486275485,47
1423118235,-1
842314296,317
037542380X,-1
1607069318,-1
804178747,353
1250028647,375
081297736X,145
,-1
1101883073,-1
316017701,376
593073894,-1
770436420,-1
,-1
307594033,-1
1416913184,-1
,-1
174166134X,-1
60652381,-1
1563894459,-1
1416903372,384
307590615,-1
,-1
64400581,-1
033039780X,192
1476728747,368
752858556,656
1400063256,-1
446573051,-1
765378558,383
345807952,-1
6280897,-1
,-1
042524413X,344
847826465,438
067972477X,468
547959109,-1
345542886,307
1469984016,-1
037581468X,581
312662750,320
1451651694,-1
1596437138,221
067978148X,283
60572973,-1
786942460,384
140274219,160
316296198,656
552148032,443
60288132,-1
1476785597,-1
316134074,-1
385525001,262
1402784031,-1
441102670,436
399252517,-1
316081051,-1
142000205,308
553213180,227
345476166,487
449000656,-1
1401340903,384
765310023,604
1743342373,-1
312997132,320
575082453,-1
62309668,-1
1416505016,675
679444327,-1
316399620,-1
62206281,-1
345476093,606
671047345,436
439829100,304
1599951495,-1
374346674,327
,-1
1101947136,-1
393068471,-1
446195502,-1
785132619,-1
1401908977,-1
61449121,-1
321107217,512
2877068161,-1
316176532,-1
052595158X,-1
373802498,400
1931514925,-1
156931778X,617
553807218,-1
1842323008,359
039916927X,-1
778325318,496
445406518,262
425230074,-1
425147584,990
156904365,-1
142406120,215
425181111,-1
451209338,425
1844280594,40
747541604,64
62067753,-1
446691437,165
,-1
679723056,159
670061107,198
316187747,-1
1250010691,-1
449208133,-1
425205754,438
451530179,704
451471474,-1
525467262,557
553584537,467
395169615,44
62278789,-1
61161640,-1
1423368991,-1
140230270,453
1423157516,-1
446407410,-1
62104896,-1
60788380,-1
670026328,-1
076536543X,-1
671024094,532
545060486,-1
618164413,422
316069418,-1
189221301X,192
62218360,-1
545326990,-1
074326004X,-1
380014300,175
1451693567,-1
765304961,377
042519485X,277
722536542,-1
385418868,-1
765375869,-1
385351232,-1
1476764026,-1
399230033,32
62217135,-1
054506046X,206
1840187166,219
515133876,656
684865181,-1
345545834,-1
067003777X,514
62259652,-1
62071041,-1
618773479,-1
758278454,337
006156608X,-1
1416516352,-1
60931728,-1
1401235417,-1
60735422,-1
451219953,526
345518519,357
60932147,-1
440222656,451
1580627560,272
61566179,-1
60788704,-1
048627263X,83
031612611X,-1
375851798,-1
61129739,-1
043979143X,416
380821214,224
1563890933,-1
60731486,-1
553381539,784
842313079,446
,-1
440184622,736
399157220,-1
413771164,125
312358342,-1
60920432,-1
1932796789,192
1439177805,-1
312949804,376
1416522913,480
399254838,-1
141439629,579
1400066409,334
441068804,248
451239350,-1
159514451X,305
6280838,-1
465026567,777
375828788,467
805005013,-1
439286069,176
316212822,-1
310245656,304
1416595201,-1
553381652,738
1419711326,-1
316159417,288
743437314,375
345497511,312
1416510567,448
441017029,-1
1478322306,-1
425176088,224
446545244,-1
791071685,176
192751077,160
553564927,467
1616960922,-1
1416584080,367
786851716,263
316015059,389
192838997,240
1423171020,374
670062278,576
689862210,176
312594429,302
1423121325,-1
1557091552,210
446679089,464
60775971,-1
743454510,425
069401298X,-1
1563127873,-1
345459202,306
345485750,480
61797022,-1
1595143203,-1
441018521,384
1501116975,321
552154164,416
553589377,432
375753737,654
031235326X,906
,-1
1455521213,-1
441013678,-1
140006466X,284
316051594,-1
446677477,251
1605980927,393
767907817,368
,-1
765316978,320
60283289,-1
147677143X,-1
60086246,-1
148234873X,-1
1416507779,288
441328091,227
1593080298,272
006079156X,321
451528182,144
140621334,192
345326490,303
312306342,164
159562015X,175
1842431293,366
517223546,897
6178731,-1
1595144331,-1
142998192X,-1
1481280767,-1
553381350,368
312349998,304
345476980,336
006056668X,321
871917726,31
1594487561,293
62014552,-1
,-1
1579124577,334
345450744,428
1477808701,-1
60882077,-1
553536516,-1
913668680,221
7158475,-1
375706852,417
671227424,-1
446573108,-1
689878362,-1
786839171,426
345542924,341
075791084X,22
1852864982,104
310241634,501
62208195,-1
553588079,451
1400062756,288
545060443,192
6280935,-1
300122233,304
1416949658,272
374239215,-1
451205421,518
747266921,416
312364105,-1
385334230,274
812975219,-1
425213978,-1
375705244,288
553565079,480
3401063472,-1
307700666,-1
759529434,224
99478331,-1
486223051,76
920236162,-1
582461502,256
812966295,264
,-1
1563891379,256
61720771,-1
375828257,338
374506841,315
1563891069,-1
1620401398,466
141439963,985
142406139,322
739418378,849
375760385,909
1400033543,401
9770907375,-1
689853491,36
1595142711,-1
345352661,439
399156577,-1
446613371,406
345461622,758
440421853,128
439224063,80
077832740X,384
62330268,-1
068482535X,714
441015832,272
143039024,180
1480114480,-1
425213382,368
393307050,411
575077352,208
441009425,-1
316096156,385
312652917,-1
1416980067,282
1416509879,360
159514398X,-1
1841493155,656
62107313,-1
446694851,-1
080508052X,253
62004018,-1
394724550,140
452287081,303
802130305,180
425141233,343
684843323,-1
671037706,239
009947137X,400
385528752,305
,-1
99470470,-1
60734086,-1
99267543,-1
006218850X,-1
767919408,-1
752876821,528
1857239016,512
808516965,-1
014044176X,192
084230052X,376
385494246,193
812966007,792
031215125X,960
385340567,416
,-1
1101874082,-1
,-1
312289510,129
762424931,224
,-1
395181585,48
553805096,864
743452925,346
1741662095,-1
525953493,-1
375706860,425
1741663024,440
345447867,376
307098222,400
312367465,275
525952276,-1
316117366,357
316013943,383
803738552,-1
61284475,-1
345490657,468
743453964,482
1423368886,-1
1599869691,48
765319853,384
1400095921,304
62509594,-1
147671777X,-1
765348802,944
553807056,352
451220897,248
141690817X,368
765317583,-1
439656249,-1
374193681,-1
155050907,1150
1857231325,576
373772327,384
553805495,288
983157227,-1
7189885,-1
743299396,224
345522486,326
1416509887,356
1416599398,430
1632150778,-1
1476759545,-1
307272591,317
1400068312,-1
1594488878,406
1558749209,480
349116652,224
044661758X,500
,-1
61051586,-1
,-1
038533351X,336
684847817,-1
316043877,-1
451822196,128
142401099,176
312347294,324
375708278,323
316334529,-1
141184272,336
000723368X,-1
140432108,264
399153721,439
1416595163,431
312362153,544
038541305X,-1
676977731,387
1416953582,-1
1400031699,-1
1423113497,-1
803733062,352
034551176X,715
446613355,391
,-1
8173711461,-1
62113933,-1
159420411X,-1
399160302,-1
157912626X,191
618212906,192
1402244428,-1
448421658,32
1416986561,-1
60885386,-1
1591842808,246
1400065941,347
452287057,309
439895979,400
525951113,448
446677124,608
,-1
375714383,-1
679767800,258
439968089,-1
62224735,-1
553572989,-1
553572946,563
734406940,-1
385743602,-1
786891076,130
,-1
451528646,298
307596907,-1
60842350,-1
743451503,-1
192833723,352
1101875895,-1
515130389,470
1594486247,-1
,-1
,-1
393332144,288
802720870,-1
440164842,1370
843955287,447
,-1
316216852,-1
393061728,368
812998685,-1
316253014,295
006121468X,325
,-1
99468190,-1
7158491,-1
439682584,2000
142406147,327
440236738,420
6498868,-1
590414275,40
446611638,385
545522250,-1
044042321X,-1
61728918,-1
671042572,535
62300806,-1
842329218,452
014311638X,140
,-1
60093366,-1
312577214,-1
756402972,576
517203383,338
812976185,320
1609452232,-1
1841493147,592
316016381,-1
098836946X,-1
553575651,816
140911399X,-1
385536073,-1
1591163293,155
765343436,560
399229191,26
9991373764,-1
1591843162,-1
517266555,-1
767913736,416
312421702,269
045146365X,-1
374521344,119
080411109X,-1
778317706,-1
385524943,468
60593083,-1
1250040159,-1
810959259,-1
552144290,167
1596435690,362
61231150,-1
156717204,241
141185260,272
452285453,250
140439056,288
385351836,-1
552144320,182
451227190,-1
7491433,-1
62220969,-1
385540353,-1
60788194,-1
1590521196,358
316213101,-1
446615129,355
1451693591,-1
547386079,-1
451224639,256
1442423684,-1
316156116,-1
1423128192,357
345422406,370
,-1
679733736,212
345532740,-1
486275507,49
62348671,-1
014043478X,679
1419704281,-1
395181569,40
684826801,187
1423104870,-1
812972120,768
014029628X,242
067166154X,36
184737459X,-1
525952063,-1
767927567,313
044653109X,438
330316117,592
575058080,285
345348656,480
684852861,-1
552154180,416
679882812,-1
60512636,-1
61566152,-1
316734950,405
446522597,513
1442465956,-1
142407380,326
3522168577,288
,-1
451474708,-1
385350287,-1
553584502,410
671729454,276
399214577,32
812966937,188
441020011,-1
039397166X,370
61655503,-1
808595040,-1
312992424,371
,-1
,-1
670021253,600
345467531,-1
143039482,-1
679732187,313
141357274,-1
1416940286,288
345542967,-1
083081650X,286
786938250,352
525950608,-1
1563892049,-1
1563891700,-1
140013083,199
068815932X,40
1878424440,210
99478447,-1
145161781X,-1
067166607X,190
60512741,-1
140449086,716
,-1
034549038X,464
553382616,768
044101738X,-1
61750441,-1
449214192,1038
61779814,-1
99481243,-1
684802031,384
141692499X,208
374404143,233
61929379,-1
375724834,311
552555703,448
486419312,167
385735359,-1
1594202664,-1
,-1
60763280,-1
312624697,-1
3423124172,383
,-1
307700003,-1
055337933X,-1
385538499,-1
61869708,-1
034545894X,391
147675361X,-1
670021482,271
,-1
62224077,-1
078519021X,-1
425212866,345
,-1
142403709,225
61558222,-1
545424984,-1
449010880,-1
425192733,383
60824972,-1
758216416,368
755379284,325
473235501,-1
1434767957,186
671023187,612
60594667,-1
486422453,68
64472795,-1
1250003326,-1
312984820,408
446696587,384
61340634,-1
879234628,365
345543068,304
192838679,402
486410226,188
1455566020,-1
038561926X,378
441020429,308
60595183,-1
440174244,666
62413864,-1
316069434,-1
425162443,320
60741872,-1
743499697,402
439846803,192
374515360,555
1847386823,-1
425265625,-1
312380720,341
1573226882,239
8466302948,-1
345533623,-1
1416521690,534
834800799,138
553448188,-1
805211063,352
425256855,-1
1605977276,-1
307265773,96
006172081X,-1
670060291,-1
375756787,-1
553562738,578
1455521191,-1
812994523,-1
552148067,443
446520594,217
316225932,-1
385512058,309
61783188,-1
679889175,216
670070297,-1
395530075,240
088038672X,349
345475690,483
076366040X,-1
140130866X,-1
61159174,-1
141186356,176
1421500167,190
316069515,-1
142437964,468
859536599,24
515136816,547
553280589,307
385533853,-1
553579754,-1
61583227,-1
312377630,166
718149122,675
1846052580,-1
60533994,-1
1400034205,320
399504338,220
1401210074,224
451226259,-1
141185910,272
142004030,399
812994868,-1
148473274X,376
006178320X,-1
385538731,-1
449016196,-1
345369351,371
553805592,188
804178321,-1
312997140,496
,-1
684807319,544
,-1
446577391,388
,-1
307020711,-1
679750533,327
345475836,288
71401946,-1
385418493,246
1582406197,304
393081575,-1
767903382,282
60890312,-1
743457587,120
425267067,-1
316677469,291
307279901,241
140431950,736
1455581127,409
,-1
159448306X,240
307277747,544
006440174X,336
1862308160,-1
804170703,-1
1400079497,391
786888768,416
441001866,376
1423118243,-1
446697338,384
1416927832,176
812974018,304
452287146,404
965030067,-1
,-1
670037605,461
1416547037,359
1400032539,352
60539828,-1
7311001,-1
1579731813,-1
,-1
,-1
451457765,688
307264556,137
1406954365,242
143039946,784
1576737160,235
64472809,-1
312954468,664
679743626,159
805079831,576
7557906,-1
60572159,-1
,-1
99483505,-1
310234697,304
3401063480,-1
1599900513,306
192123173,-1
316341517,497
670059838,-1
452285216,421
743264460,272
110188696X,-1
425161293,336
765348810,1024
785129219,-1
805091742,-1
068817776X,305
515139742,656
61658197,-1
1622662644,-1
515139750,752
965900584,-1
767912241,464
441017835,-1
449000664,-1
1400031044,384
078622469X,530
1250014522,-1
451228219,-1
1599903423,-1
1439102252,163
385339461,392
1568650949,320
312352565,-1
316036277,355
1846058295,-1
545290597,-1
393327655,348
805076689,272
1741664489,489
740748475,-1
1569319626,-1
61470856,-1
038549565X,344
185723135X,368
,-1
452287898,307
188896314X,1332
375846158,-1
1416983082,-1
312424094,219
760704066,-1
6174426,-1
1416556052,64
1853260738,339
812978188,320
1416509372,458
7240198,-1
143036610,333
,-1
1416903445,368
,-1
316925284,353
1421501082,179
60766204,-1
553815024,-1
61161705,-1
1416990674,-1
1401359604,320
375829873,272
736421971,-1
125006662X,-1
1563892871,-1
60521996,-1
030700113X,24
,-1
1406309354,-1
1423147947,-1
,-1
805098542,-1
60580674,-1
670869759,669
031621762X,-1
751531189,704
1401200761,117
61138010,-1
1401902162,259
609809644,312
393960420,580
,-1
9793062797,265
1934964387,-1
425198731,467
758213506,436
61988340,-1
316051640,391
61002828,-1
345534522,-1
7178379,-1
451225724,-1
446611239,-1
883681056,96
,-1
,-1
037575931X,-1
399157387,-1
1400203759,224
60555661,-1
055380202X,216
316123358,-1
590225170,128
048641423X,78
192839934,-1
1476792488,584
778325342,448
99282194,-1
1442495995,-1
446699543,422
,-1
1401307787,280
802142443,229
312999526,529
743474155,438
316056219,326
439650763,-1
316159786,310
399256601,372
140435123,816
345506405,-1
143037498,176
1416905855,-1
9871144261,158
451528816,648
316009857,272
1609452860,-1
786838183,352
143145444,-1
316187704,-1
1416913629,325
316098795,-1
803731531,384
1416549129,438
61843407,-1
385611072,400
,-1
812993012,368
810959542,296
452253802,-1
62101897,-1
1841580651,498
373773102,377
312368577,357
805017585,-1
553807250,-1
439796636,176
64434508,-1
156029022,300
312368461,336
1609089464,-1
62257838,-1
,-1
62265946,-1
765354950,480
140006872X,-1
,-1
439827604,-1
586010165,208
974607800,64
1501111671,495
374173958,503
345338588,336
441017770,-1
7165161,-1
60989157,-1
7169973,-1
451527704,859
684862212,144
1560601760,-1
031609966X,-1
425190374,286
034553364X,-1
439474299,401
553499114,-1
812521390,319
316954993,1056
1567921892,144
64402754,-1
,-1
385333765,490
61449156,-1
1311051155,-1
99642611,-1
770429459,361
373210264,293
1594489254,299
62048503,-1
1455521205,420
141187166,224
074327041X,403
140244824,740
1400080665,463
385520697,352
006440630X,122
1841954314,835
385520514,354
1595143211,-1
552998761,-1
7157169,-1
1416950079,627
60891564,-1
316187712,-1
809594080,102
425224201,307
316036269,-1
755309510,480
553804812,-1
042520992X,464
385342314,364
425203891,413
312956738,228
151365040,252
1582404135,136
1591842336,160
60858796,-1
1400065747,-1
1435122941,-1
61138037,-1
1609611543,-1
,-1
345350804,406
60548258,-1
61138061,-1
141182342,420
399142789,-1
1476785651,-1
316120553,383
425150984,313
785165622,-1
068987121X,208
1401223176,-1
375713271,160
316018783,-1
64409597,-1
452281903,339
515142816,576
809599813,-1
345341678,468
451221257,-1
074974801X,177
385491034,535
044640103X,384
553589393,369
500275823,444
312379293,512
1416983090,-1
1595543414,432
618001905,366
,-1
1451635753,-1
778329860,417
,-1
375424148,-1
316196991,-1
446679097,-1
1937053148,-1
451529456,320
1421527642,-1
,-1
312315732,355
394402677,312
61056901,-1
1416576754,352
152045651,242
385534795,-1
451229738,256
162704017X,-1
759529515,232
1455806935,-1
156947981X,313
1594487138,-1
140449272,144
571215165,279
446667900,-1
142408794,138
684843269,-1
399175164,-1
515140872,280
451230647,368
751525359,565
307596850,293
143039598,233
,-1
1250109302,-1
3822812153,740
307951529,-1
60735457,-1
553281747,308
385689225,-1
044022912X,144
671744216,379
316025054,-1
014023313X,361
736908552,255
312364687,-1
385315147,469
60740221,-1
440235162,560
803733569,-1
743222253,567
1563898683,-1
374105979,353
034525855X,-1
679890483,24
385742371,-1
141654707X,352
802133908,124
553213156,274
1401303366,272
385340605,339
393974995,300
1455557102,-1
380815575,384
078683787X,557
1573226068,216
670018856,352
057114456X,320
125000098X,373
076534825X,454
300093055,192
159307056X,-1
842329250,425
670061018,250
751503894,720
141591561X,-1
590316818,-1
517415283,96
345405137,-1
553278002,678
1439123128,-1
,-1
60748125,-1
394574753,425
140449493,329
310331935,-1
193266422X,-1
393329127,320
1420925806,56
312351623,384
394856392,-1
141655484X,285
345363310,404
500237514,1000
034551548X,336
312156960,433
1593072945,-1
738710180,303
159182799X,-1
446604844,694
979528534,-1
316057800,448
743484878,292
486414248,355
553805460,-1
684815001,316
670026190,-1
1595581030,290
486431681,144
385350848,-1
144240907X,-1
312939000,320
316154857,-1
1401215815,-1
1401359795,455
385350813,-1
451419928,-1
553268929,440
806512814,336
446607274,453
743243781,258
006177894X,576
1423161610,-1
345447980,272
451231619,-1
440132940,-1
,-1
038531387X,278
689860072,288
61996203,-1
,-1
1421506238,191
553299492,448
440241359,450
751552615,-1
1616550546,-1
446699551,432
60525592,-1
373773927,416
1400083028,224
802142648,449
,-1
64440591,-1
786915889,816
425217248,432
64410471,-1
1416954171,320
034554692X,-1
,-1
,-1
8370540791,295
60759968,-1
60512148,-1
141699792X,-1
1741663016,-1
62200631,-1
62194720,-1
1934648205,-1
156421178,-1
446694843,-1
345533488,-1
1423121287,-1
,-1
080213825X,-1
859537277,-1
,-1
1593078226,-1
61718947,-1
055323370X,-1
802150594,-1
679723110,-1
61144835,-1
140092501,-1
785100490,-1
193636574X,-1
1595144919,-1
316024643,-1
1849231842,-1
1442445807,-1
446699535,-1
345461665,-1
1400031362,-1
1416571736,-1
62120395,-1
312938810,-1
60735449,-1
1250074134,-1
670785601,-1
,-1
609602195,-1
1595143424,-1
,-1
312372132,-1
080508925X,-1
446607711,-1
034550500X,-1
038072801X,-1
140369260,-1
765345048,-1
8129135728,-1
836218310,-1
446675504,-1
1846057914,-1
765329042,-1
1570623449,-1
312658656,-1
671729489,-1
736423125,-1
810933519,-1
60975776,-1
141659521X,-1
034546401X,-1
1439164681,-1
159184021X,-1
399162437,-1
1932664491,-1
055327094X,-1
451466802,-1
861661419,-1
739453823,-1
553587692,-1
345366239,-1
,-1
152052216,-1
345335082,-1
393301583,-1
1444737090,-1
345545850,-1
553392425,-1
785115315,-1
006121471X,-1
,-1
006093316X,-1
380715430,-1
446580260,-1
312424442,-1
151166066X,-1
60734566,-1
749932821,-1
425195481,-1
,-1
60755865,-1
316043125,-1
345483448,-1
60628391,-1
60931736,-1
609807900,-1
316221333,-1
142401102,-1
446609404,-1
743225708,-1
1626720940,-1
,-1
1847371663,-1
1934137197,-1
1857233808,-1
1502446936,-1
140007780X,-1
679734511,-1
749935871,-1
067973452X,-1
1608870081,-1
60898488,-1
,-1
739467042,-1
670026336,-1
553157248,-1
330411969,-1
689872992,-1
805092994,-1
60885599,-1
1594481717,-1
1573223328,-1
553804367,-1
141026162,-1
749932988,-1
1250046394,-1
,-1
553588249,-1
1423110706,-1
1416950095,-1
425175405,-1
316393878,-1
345494857,-1
345463153,-1
380730359,-1
,-1
345471172,-1
553581554,-1
1442484233,-1
1400082544,-1
312342020,-1
076534775X,-1
60790598,-1
60518502,-1
7233701,-1
1423147952,-1
62235672,-1
,-1
375913750,-1
307381463,-1
1592406599,-1
553578529,-1
140443339,-1
312655479,-1
1581344988,-1
307376656,-1
345425502,-1
1592975038,-1
044657922X,-1
373210035,-1
1571740562,-1
62071130,-1
739328271,-1
60527986,-1
,-1
385522266,-1
800793013,-1
307595129,-1
006233638X,-1
553376055,-1
439856264,-1
778328791,-1
1561483397,-1
1595142517,-1
786886307,-1
399155813,-1
078512179X,-1
805421300,-1
143913376X,-1
,-1
307119408,-1
316403431,-1
345470583,-1
039541668X,-1
553572393,-1
756402980,-1
744549515,-1
345529375,-1
,-1
1402735421,-1
044018293X,-1
60739428,-1
967673747,-1
1857232569,-1
553583182,-1
99271494,-1
62026518,-1
,-1
62317148,-1
440442508,-1
1876175702,-1
,-1
1595540210,-1
316043915,-1
399226168,-1
374191484,-1
373210582,-1
61668060,-1
1590171691,-1
736420959,-1
545324092,-1
,-1
044658083X,-1
044023655X,-1
1400067898,-1
385351372,-1
1607061597,-1
440418518,-1
786931582,-1
61779741,-1
575070536,-1
006085202X,-1
141439882,-1
330369954,-1
140168125,-1
1585678759,-1
61659223,-1
,-1
1455581089,-1
62072099,-1
